record_class,_basis,scale,mode,replicate,frame,active_cycles,blocked_cycles,wall_cycles,latency_ns,active_wall_pct,equivalence_predicted,status
DATA,DATASET,S1,CPU_ONLY,_RUN_1,4,193698,403731,597429,18103897,32.421928,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,5,181485,420052,601537,18228409,30.170214,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,6,192633,386695,579328,17555398,33.251112,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,7,212039,373052,585091,17730045,36.240346,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,8,172507,410324,582831,17661536,29.598117,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,9,193832,412286,606118,18367197,31.979252,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,10,195384,405609,600993,18211917,32.510196,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,11,181031,420427,601458,18226008,30.098694,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,12,189543,400437,589980,17878167,32.127021,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,13,188420,385129,573549,17380274,32.851596,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,14,185126,407957,593083,17972200,31.214181,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,15,185648,419445,605093,18336139,30.680904,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,16,190198,364842,555040,16819391,34.267440,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,17,189128,416006,605134,18337397,31.253904,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,18,218468,387024,605492,18348233,36.081071,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,19,182150,401544,583694,17687684,31.206420,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,20,186270,410603,596873,18087055,31.207644,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,21,181487,412310,593797,17993857,30.563812,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,22,190011,393838,583849,17692391,32.544545,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,23,191879,405343,597222,18097632,32.128589,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,24,197547,374968,572515,17348925,34.505122,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,25,194622,375407,570029,17273607,34.142473,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,26,198009,412429,610438,18498113,32.437201,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,27,198644,428629,627273,19008277,31.667870,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,28,187198,400451,587649,17807556,31.855410,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,29,213027,354402,567429,17194830,37.542494,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,30,191515,391140,582655,17656216,32.869365,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,31,191303,393380,584683,17717681,32.719097,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,32,192412,365804,558216,16915648,34.469094,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,33,169264,437347,606611,18382162,27.903220,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,34,199416,391404,590820,17903635,33.752412,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,35,188283,390140,578423,17527984,32.551092,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,36,198256,367265,565521,17136990,35.057230,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,37,195138,389585,584723,17718890,33.372725,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,38,203615,390824,594439,18013288,34.253304,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,39,197351,394364,591715,17930766,33.352374,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,40,197587,430968,628555,19047121,31.435117,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,41,182259,402843,585102,17730378,31.149953,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,42,197542,389739,587281,17796384,33.636709,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,43,184574,413182,597756,18113830,30.877816,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,44,179888,394667,574555,17410772,31.309100,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,45,186243,432168,618411,18739722,30.116379,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,46,193185,399238,592423,17952207,32.609301,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,47,195527,406417,601944,18240713,32.482590,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,48,175182,423954,599136,18155638,29.239104,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,49,174137,425191,599328,18161468,29.055375,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,50,192780,403428,596208,18066923,32.334353,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,51,191335,403622,594957,18029002,32.159467,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,52,193207,417839,611046,18516534,31.619060,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,53,183799,423227,607026,18394729,30.278604,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,54,184576,409227,593803,17994022,31.083710,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,55,188625,417125,605750,18356073,31.139084,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,56,193385,437276,630661,19110936,30.663859,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,57,189298,371959,561257,17007799,33.727508,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,58,186129,412287,598416,18133829,31.103614,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,59,184040,423580,607620,18412742,30.288667,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,60,203502,393025,596527,18076575,34.114466,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,61,184708,400855,585563,17744321,31.543660,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,62,178414,402850,581264,17614052,30.694142,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,63,192675,387362,580037,17576882,33.217709,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,64,192860,404937,597797,18115066,32.261788,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,65,191769,431212,622981,18878215,30.782480,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,66,190972,397066,588038,17819338,32.476132,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,67,182268,405319,587587,17805676,31.019747,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,68,193366,403992,597358,18101768,32.370203,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,69,194380,411483,605863,18359488,32.083161,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,70,189403,411191,600594,18199826,31.535946,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,71,189373,389911,579284,17554067,32.690874,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,72,202876,420781,623657,18898692,32.530061,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,73,206314,377191,583505,17681974,35.357709,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,74,193783,384572,578355,17525903,33.505892,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,75,173228,427597,600825,18206815,28.831690,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,76,206970,385478,592448,17952980,34.934712,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,77,172250,445435,617685,18717741,27.886382,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,78,191544,410892,602436,18255642,31.794913,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,79,199403,415500,614903,18633413,32.428367,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,80,192159,374115,566274,17159831,33.933926,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,81,197405,389601,587006,17788048,33.629128,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,82,191209,410456,601665,18232267,31.779977,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,83,179255,401174,580429,17588772,30.883192,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,84,200873,369910,570783,17296453,35.192534,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,85,163839,434298,598137,18125375,27.391551,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,86,191592,398485,590077,17881122,32.468983,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,87,191345,402202,593547,17986277,32.237548,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,88,182054,380807,562861,17056385,32.344398,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,89,184496,410868,595364,18041338,30.988773,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,90,191331,399257,590588,17896592,32.396696,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,91,177687,407675,585362,17738250,30.355062,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,92,187364,409607,596971,18090040,31.385779,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,93,202482,387012,589494,17863465,34.348441,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,94,184573,410020,594593,18017963,31.041906,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,95,179970,427113,607083,18396467,29.645040,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,96,187251,454478,641729,19446341,29.179139,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,97,203551,380085,583636,17685952,34.876361,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,98,191342,437160,628502,19045519,30.444135,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,99,181900,409024,590924,17906803,30.782300,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,100,187871,396041,583912,17694288,32.174540,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,101,197714,388983,586697,17778697,33.699508,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,102,186106,380010,566116,17155038,32.874181,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,103,200760,388689,589449,17862091,34.058926,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,104,176455,405074,581529,17622086,30.343285,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,105,191371,414559,605930,18361529,31.583021,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,106,193093,400438,593531,17985778,32.532926,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,107,176097,402577,578674,17535565,30.431124,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,108,190102,404637,594739,18022381,31.963937,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,109,188338,420565,608903,18451620,30.930707,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,110,182126,427644,609770,18477879,29.867983,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,111,201052,433857,634909,19239659,31.666270,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,112,196358,417971,614329,18616019,31.963004,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,113,178409,387031,565440,17134541,31.552243,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,114,195555,416987,612542,18561893,31.925158,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,115,187903,413956,601859,18238137,31.220435,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,116,195429,388711,584140,17701225,33.455850,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,117,190054,384666,574720,17415762,33.068973,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,118,191454,381291,572745,17355918,33.427442,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,119,193534,412430,605964,18362538,31.938201,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,120,196968,401858,598826,18146243,32.892359,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,121,207890,385032,592922,17967321,35.061947,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,122,204042,386025,590067,17880824,34.579463,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,123,177129,414268,591397,17921117,29.950947,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,124,188418,403474,591892,17936112,31.833172,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,125,172644,424654,597298,18099940,28.904165,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,126,192420,410425,602845,18268037,31.918652,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,127,185623,448796,634419,19224808,29.258739,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,128,190618,383091,573709,17385115,33.225555,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,129,214074,378808,592882,17966133,36.107354,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,130,199777,420227,620004,18787994,32.221889,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,131,183851,413996,597847,18116586,30.752182,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,132,190010,419835,609845,18480161,31.157097,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,133,207125,362019,569144,17246802,36.392372,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,134,200554,397909,598463,18135244,33.511512,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,135,187980,441235,629215,19067122,29.875321,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,136,193545,373586,567131,17185797,34.127036,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,137,184459,440202,624661,18929127,29.529457,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,138,187845,411298,599143,18155835,31.352282,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,139,179835,443991,623826,18903811,28.827750,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,140,191789,380731,572520,17349102,33.499092,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,141,176864,409998,586862,17783693,30.137238,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,142,189936,378858,568794,17236186,33.392757,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,143,186684,410471,597155,18095608,31.262235,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,144,192811,416526,609337,18464755,31.642753,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,145,188271,381781,570052,17274304,33.026987,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,146,190020,378874,568894,17239216,33.401653,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,147,199117,419712,618829,18752396,32.176417,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,148,185943,376224,562167,17035370,33.076114,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,149,187318,364793,552111,16730628,33.927598,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,150,213306,353981,567287,17190501,37.601073,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,151,194929,422700,617629,18716030,31.560856,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,152,186658,424924,611582,18532798,30.520519,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,153,177417,402042,579459,17559361,30.617697,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,154,182475,399607,582082,17638861,31.348676,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,155,210745,382090,592835,17964684,35.548677,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,156,204079,423158,627237,19007194,32.536186,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,157,181609,445491,627100,19003042,28.960134,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,158,183436,437859,621295,18827122,29.524783,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,159,180797,387486,568283,17220707,31.814606,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,160,177316,451359,628675,19050750,28.204716,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,161,198110,365972,564082,17093394,35.120780,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,162,193848,370938,564786,17114725,34.322381,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,163,203056,403663,606719,18385420,33.467882,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,164,193320,428653,621973,18847657,31.081735,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,165,186672,389362,576034,17455568,32.406420,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,166,195526,377468,572994,17363468,34.123568,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,167,194203,432226,626429,18982708,31.001598,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,168,182656,429162,611818,18539938,29.854630,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,169,199881,401566,601447,18225666,33.233352,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,170,201656,375382,577038,17486001,34.946745,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,171,188501,389245,577746,17507463,32.626968,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,172,221543,364668,586211,17763957,37.792365,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,173,190249,407480,597729,18112988,31.828638,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,174,185300,385050,570350,17283324,32.488823,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,175,184997,419584,604581,18320643,30.599208,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,176,193949,410708,604657,18322927,32.075871,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,177,181038,420978,602016,18242913,30.071958,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,178,177194,399542,576736,17476854,30.723589,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,179,191407,357090,548497,16621120,34.896636,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,180,182685,396221,578906,17542592,31.556937,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,181,173591,427743,601334,18222251,28.867651,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,182,180607,411047,591654,17928914,30.525780,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,183,178105,428295,606400,18375746,29.370877,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,184,190988,370507,561495,17014991,34.014194,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,185,204804,363595,568399,17224205,36.031731,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,186,169935,416957,586892,17784600,28.955072,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,187,198585,396430,595015,18030755,33.374789,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,188,191797,386646,578443,17528565,33.157459,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,189,213661,347313,560974,16999211,38.087505,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,190,202953,387557,590510,17894257,34.369105,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,191,196033,394801,590834,17904047,33.179032,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,192,185169,407647,592816,17964131,31.235493,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,193,172894,412360,585254,17734983,29.541703,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,194,174479,413180,587659,17807835,29.690518,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,195,184908,392245,577153,17489490,32.037952,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,196,192275,439257,631532,19137333,30.445805,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,197,188168,400986,589154,17853146,31.938678,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,198,189951,392083,582034,17637408,32.635722,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,199,203889,379938,583827,17691716,34.922845,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,200,193048,386125,579173,17550683,33.331664,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,201,192166,404252,596418,18073266,32.220020,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,202,191869,409423,601292,18220983,31.909455,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,203,180317,418804,599121,18155167,30.096925,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,204,181489,387453,568942,17240675,31.899385,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,205,184359,401173,585532,17743387,31.485726,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,206,190175,418740,608915,18451977,31.231781,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,207,186156,399701,585857,17753236,31.774989,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,208,194387,413107,607494,18408918,31.998176,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,209,192983,402934,595917,18058088,32.384208,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,210,197102,392816,589918,17876295,33.411762,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,211,180378,382916,563294,17069529,32.021999,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,212,188989,372829,561818,17024780,33.638830,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,213,204739,381314,586053,17759190,34.935236,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,214,195977,401332,597309,18100280,32.809986,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,215,201576,424336,625912,18967039,32.205166,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,216,185812,370224,556036,16849575,33.417261,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,217,182497,413932,596429,18073592,30.598277,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,218,194266,406863,601129,18216024,32.316857,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,219,197418,442532,639950,19392412,30.848973,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,220,204680,395324,600004,18181938,34.113106,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,221,191927,370303,562230,17037285,34.136741,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,222,205695,385260,590955,17907739,34.807219,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,223,196922,392123,589045,17849853,33.430723,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,224,180362,394211,574573,17411303,31.390615,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,225,180967,417414,598381,18132753,30.242772,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,226,184823,398881,583704,17688009,31.663823,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,227,191508,420034,611542,18531588,31.315592,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,228,198814,376477,575291,17433073,34.558858,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,229,202144,382005,584149,17701486,34.604870,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,230,180626,378434,559060,16941216,32.308876,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,231,185312,387644,572956,17362307,32.343147,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,232,206393,358043,564436,17104128,36.566236,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,233,196703,413485,610188,18490555,32.236458,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,234,199489,403762,603251,18280348,33.068988,VERTIFIED,DATA
DATA,DATASET,S1,CPU_ONLY,_RUN_1,235,197174,412600,609774,18477985,32.335587,VERTIFIED,DATA
